objectId,Postal_Code,Place_Name,ACL,Latitude,updatedAt,Longitude,Accuracy,createdAt
5hHf0J771X,M6G,Downtown Toronto (Christie),null,43.6683,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.4205,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
neRw5fkNli,M6R,West Toronto (Parkdale / Roncesvalles Village),null,43.6469,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.4521,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
f5IzPgCkJC,K1K,Ottawa (Overbrook),null,45.4448,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6431,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
zJnIPH60qk,M6J,West Toronto (Rua A_ores / Trinity),null,43.648,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.4177,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
G3G1HYQElr,M6H,West Toronto (Dufferin / Dovercourt Village),null,43.6655,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.4378,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
e2s1ctzGE1,K1G,Ottawa (Riverview / Hawthorne),null,45.3548,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.5773,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
MdxjOzMxci,M6K,West Toronto (Brockton / Parkdale Village / Exhibition Place),null,43.6383,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.4301,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
mO5yKXuDHy,K1R,Ottawa (West Downtown area),null,45.4123,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7108,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
EUfD1RXVPY,M7Y,East Toronto Business Reply Mail Processing Centre 969 Eastern (Enclave of M4L),null,43.7804,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.2505,,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
91PZ26pDCr,K1M,Ottawa (Rockcliffe Park / New Edinburgh),null,45.4491,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6818,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Tdkwss5LDB,M5X,Downtown Toronto (Underground city),null,43.6492,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.3823,,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
0O0fYkCPZp,K2A,Ottawa (Highland Park / Carlingwood),null,45.3805,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7636,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Iq6LckNBO3,K1A,Government of Canada Ottawa and Gatineau offices,null,45.4207,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7023,,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
BYDSSwFE4d,M6S,West Toronto (Bloor West Village / Swansea),null,43.6512,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.4828,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
qzCNs4PsEQ,K1L,Ottawa (Vanier),null,45.44,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.663,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
9d3AXjW02S,M8V,Etobicoke (New Toronto / Mimico South / Humber Bay Shores),null,43.6075,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.5013,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
o6RbV7XvAk,M6P,West Toronto (High Park / The Junction South),null,43.6605,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.4633,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Rxci9Zt0fo,K1Y,Ottawa West,null,45.4023,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7329,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
nMCqugp8AM,K1H,Ottawa (Alta Vista),null,45.3876,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6593,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
8pQgd4WEme,K1P,Ottawa (Parliament Hill),null,45.4225,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7026,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
1cHNU8tFCl,K1N,Ottawa (Lower Town / Sandy Hill / University of Ottawa),null,45.4289,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6844,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Upm2f78Yu5,K1S,Ottawa (The Glebe / Ottawa South / Ottawa East),null,45.399,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6871,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ccE5XE2w2S,K1V,Ottawa (Riverside Park / Hunt Club West / Riverside South / YOW),null,45.3281,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6719,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
BlnLzSHRYn,K1Z,Ottawa (Westboro),null,45.3867,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7405,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
0So7x7lPJ8,K2C,Ottawa (Queensway / Copeland / Carlington / Carleton Heights),null,45.3679,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7381,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
s69q7yRGjx,K0A,National Capital Region (Almonte),null,45.2557,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.2754,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Ie8oDDYxVs,K2K,Kanata (Beaverbrook / South March),null,45.3704,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.9198,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
lyABWLONDi,K6H,Cornwall East,null,45.0565,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-74.6852,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
9T9F3utCG8,K4K,Rockland,null,45.5501,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.291,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
DAuPA8O4QW,K0E,South Leeds and Grenville United Counties (Prescott),null,44.8734,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.4416,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
sWXHGxPTTR,K2E,Nepean East,null,45.3438,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7157,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
BElo2rEYAt,K1J,Gloucester (Beacon Hill / Cyrville),null,45.4519,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6036,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
F8YBwOBcai,K0C,"Stormont, Dundas and Glengarry United Counties (Alexandria)",null,45.1686,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-74.8966,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Y4SPCfgQE1,K2B,Ottawa (Britannia / Pinecrest),null,45.3645,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7934,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
2nLeiSONKo,K2P,Ottawa (Centre Town),null,45.4166,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6904,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
rnaoTe0tE2,K1C,Gloucester (West Orleans),null,45.4677,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.5399,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
vKIRrDSgIa,K0K,"Quinte Shores, East Northumberland County & Prince Edward County (Picton)",null,44.3261,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-77.4318,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
pNsYIvfQXm,K0B,Prescott and Russell United Counties (Alfred),null,45.5029,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-74.7479,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
N2HpGnZxy6,K1B,Gloucester (Blackburn Hamlet / Pine View),null,45.4284,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.5875,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
5EVL5RCj8e,K4R,Russell,null,45.2388,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.3527,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
lUhsAJir6g,K2R,Nepean (Fallowfield Village / Cedarhill Estates / Orchard Estates),null,45.2899,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.8126,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
LLFqoD73RK,K7R,Napanee,null,44.2501,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.9494,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
aO9wyWkA6E,K1E,Orleans (Queenswood),null,45.4771,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.5046,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Sa4p6pJoUB,K2G,Nepean (Davidson Heights),null,45.3211,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7391,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
6rtDrAuUfk,K7C,Carleton Place,null,45.1334,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.1494,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
BQ9dhDlyfa,K2J,Nepean (Barrhaven),null,45.2691,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7518,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Ngh8H43Ynm,K2H,Nepean (Bells Corners),null,45.3433,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.8265,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
pSvGfbOZT9,K7S,Arnprior,null,45.4334,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.3494,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
9faHyDvkJy,K1X,Gloucester South,null,45.2756,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6283,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
6M8rWDRNDT,K0G,Rideau Lakes area (Kemptville),null,45.0466,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.4757,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
2Kwa6TwLoC,K0M,Kawartha lakes and Haliburton County (Bobcaygeon),null,44.8645,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.6553,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
N9ovZyq0CF,K2L,Kanata (Katimavik-Hazeldean / Glen Cairn),null,45.3001,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.9244,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
A6KuInB9Cu,K1W,Gloucester (South Orleans),null,45.4365,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.5158,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
E7D3Hpz7xE,K2S,Stittsville,null,45.2501,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.9161,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
WsayjOiGcO,K4A,Orleans (Fallingbrook),null,45.4697,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.4715,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
kYYSVKCoJs,K6T,Elizabethtown,null,44.6301,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7448,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
amxZsHdlpW,K8B,Pembroke (Pleasant View / Fairview),null,45.808,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-77.0806,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
G4C4TUHR16,K7A,Smiths Falls,null,44.9001,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.0161,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
V1nq5SgV4i,K2V,Kanata (Terry Fox / Palladium),null,45.2854,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.8928,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
7Hi8dr8gcq,K8H,Petawawa,null,45.8945,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-77.2801,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
1tN1S007Ns,K8A,Pembroke Central and northern subdivisions,null,45.7466,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-77.2047,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
yYvEscUdz2,K6K,Cornwall North,null,45.061,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-74.7774,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
aNxHVaqeJD,K4C,Cumberland,null,45.498,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.3916,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
uRVAQumHd9,K4P,Greely,null,45.2434,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.5674,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
jR5099EYUs,K1T,Gloucester (Blossom Park / Hunt Club East / Leitrim),null,45.3295,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6156,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
tamRGfvafx,K9H,Peterborough North,null,44.3245,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.3184,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
HMGsBiVpXS,K7K,Kingston (SW Pittsburgh Township),null,44.2569,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.4717,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
mLOLsovlEw,K6J,Cornwall West,null,45.0223,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-74.7569,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
lZNEiTna4q,K9A,Cobourg,null,43.9598,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.1651,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
1WOAnu935e,K6V,Brockville,null,44.6573,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.7146,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Bxp3hR7CEz,K2T,Kanata (Marchwood),null,45.317,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.9367,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
SsKiScIDKb,K6A,Hawkesbury,null,45.6001,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-74.616,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
E1Kwg9rd6D,K4B,Cumberland Township,null,45.4101,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.3638,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
rv5fudl94k,K2W,Kanata (North March),null,45.3699,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.9887,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
xzrFPYo8Qm,K7N,Amherstview,null,44.2224,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.65,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
slBVP4S5Og,K7L,Kingston (Downtown),null,44.2955,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.428,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
5V0AYYapzj,K7H,Perth,null,44.9001,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.2494,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
kdjWQ1CINT,K8R,Belleville (SE Sidney Township / Avondale),null,44.1399,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-77.4683,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
1kx5dHcaRw,K2M,Kanata (Bridlewood),null,45.2861,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.8562,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
yIDviWo1mI,K4M,Manotick,null,45.2154,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.6528,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
a3a4ZP8rc2,K7G,Gananoque,null,44.3334,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.1661,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
GClt4tFFEK,K8N,Belleville East,null,44.1735,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-77.3684,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ydeByrIjDr,K7M,Kingston (Reddendale / Cataraqui / Collins Bay),null,44.2411,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.5788,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
TcgGd1D0CC,K7P,Kingston (Westbrook / Cataraqui Woods / Cedarwood),null,44.2814,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.6111,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Nhk9XEbOYr,L0K,Lake Simcoe North Shore (Coldwater),null,44.6233,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.1235,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Kf54AeADuz,L0G,Ontario Centre (Queensville),null,44.0586,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.6235,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
tgSW1evWHq,L0C,West Durham Regional Municipality (Sunderland),null,44.2094,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.0725,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
GNND5RKlHs,K9J,Peterborough South,null,44.3104,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.2396,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
KCpZTqJHpK,L0B,East Durham Regional Municipality (Orono),null,44.0773,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.7465,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
JaKC9rkbCf,L0H,Whitby Region (Gormley),null,43.9023,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.1554,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
JXgQNqsBPs,K9V,Lindsay,null,44.3501,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.7329,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
FqwDGDVgyZ,L0J,North Peel Regional Municipality (Kleinburg),null,43.8566,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.6485,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
7U4ErgyO6j,K9K,Peterborough (Fairbairn Meadows / Jackson Heights),null,44.3138,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.3606,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
igpLwk0c9O,L0A,West Northumberland County (Millbrook),null,44.1263,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.5193,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
gXCdP39Laz,K8V,Trenton,null,44.0992,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-77.5776,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
kEPveN8Fj9,K8P,Belleville West,null,44.1665,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-77.4037,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
shiez1qD84,K7V,Renfrew,null,45.4668,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-76.6827,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
iYzcIyCHus,L0E,Lake Simcoe Southeast Shore (Sutton West),null,44.3199,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.2778,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
5KpxEp8iBv,K9L,Peterborough (Terra View Heights / Woodland Acres / Donwood),null,44.3552,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.3199,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
jgu3sTWolo,L0L,Lake Simcoe West Shore (Oro),null,44.4548,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.7352,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
2R252bIo2b,L0M,Georgian Bay South Shore (Angus),null,44.3269,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-80.0333,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
5NMYTKfXGM,L0R,East Haldimand County (Waterdown),null,43.1607,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.7463,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
T6In7F1ezo,L1H,Oshawa Southeast,null,43.9721,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.8837,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ZEj7WzGIkn,L0V,Westminster Abbey,null,45.4689,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-75.0079,,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
5WDYySzfuO,L1L,Oshawa North,null,43.9581,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.8972,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
JAC3DAkjoW,L1K,Oshawa East,null,43.9251,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.8287,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
dM3mrtL8g2,L0S,Niagara Regional Municipality (Fonthill),null,42.9071,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.0832,5,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Cljit1DIy0,L1N,Whitby Southeast,null,43.8721,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.9273,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
uMhWi1Dy7t,L1G,Oshawa Central,null,43.9233,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.8684,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
BBR46vUmLu,L1C,Bowmanville West,null,43.9714,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.7095,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
xbusZHHeAk,L1M,Whitby North,null,43.9566,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.9779,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
80Su7pnSFR,L1B,Bowmanville East,null,43.9235,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.5457,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
uhXQCv91io,L1Y,Pickering North,null,43.9555,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.1194,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
aRt55iBZPS,L1E,Courtice,null,43.8969,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-78.7683,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
D7cnqUArcQ,L1S,Ajax Southwest,null,43.8404,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-79.0251,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
